VIOLATION_ID,VIOLATION_LAST_MODIFIED_DATE,VIOLATION_DATE,VIOLATION CODE,VIOLATION_STATUS,VIOLATION_STATUS_DATE,VIOLATION_DESCRIPTION,VIOLATION_LOCATION,VIOLATION_INSPECTOR_COMMENTS,VIOLATION_ORDINANCE,INSPECTOR_ID,INSPECTION_NUMBER,INSPECTION_STATUS,INSPECTION_WAIVED,INSPECTION_CATEGORY,DEPARTMENT_BUREAU,ADDRESS,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,PROPERTY_GROUP,SSA,Latitude,Longitude,LOCATION
5927161,2/2/2018,2/2/2018,CN111055,OPEN,,SEPARATION OF DWELLING ADEQUAT,INTERIOR:002 :INTERIOR,2ND FLOOR DWELLING UNITS - WINDOWS FROM APTS OPEN INTO MAIN CORRIDOR. MISSING FIRE SPARATION FROM DWELLING UNIT TO REST OF BUILDING.,"Separate dwelling adequately from rest of building. (13-196-650, 13-196-690, 13-196-740 E)",365764,12554721,FAILED,N,COMPLAINT,CONSERVATION,6244 W GRAND AVE,6244,W,GRAND,AVE,96017,,41.92189051,-87.78222677,"(41.92189050939009, -87.78222676571177)"
5927160,2/2/2018,2/2/2018,CN135016,OPEN,,MICE/RODENTS,INTERIOR:002 :INTERIOR,APT. 2A AND 2B - MICE INFESTATION - RAT DROPPINGS IN KITCHENS AND LIVING ROOMS.,"Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)",365764,12554721,FAILED,N,COMPLAINT,CONSERVATION,6244 W GRAND AVE,6244,W,GRAND,AVE,96017,,41.92189051,-87.78222677,"(41.92189050939009, -87.78222676571177)"
5927159,2/2/2018,2/2/2018,CN197079,OPEN,,REPAIR/REPLACE SMOKE DETECTORS,OTHER   :    :INTERIOR,APT. 2A - SMOKE DETECTOR NOT WORKING. 2ND FLOOR THROUGH CORRIDOR - MULTIPLE SMOKE DETECTORS NOT WORKING.,"Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)",365764,12554721,FAILED,N,COMPLAINT,CONSERVATION,6244 W GRAND AVE,6244,W,GRAND,AVE,96017,,41.92189051,-87.78222677,"(41.92189050939009, -87.78222676571177)"
5927158,2/2/2018,2/2/2018,CN101015,OPEN,,REPAIR INTERIOR WALLS/CEILING,INTERIOR:002 :INTERIOR,APT. 2A - WATER DAMAGE TO CEILING IN KITCHEN AND BEDROOM.APT. 2B - WATER DAMAGE TO LIVING ROOM AND BEDROOM.,Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c)),365764,12554721,FAILED,N,COMPLAINT,CONSERVATION,6244 W GRAND AVE,6244,W,GRAND,AVE,96017,,41.92189051,-87.78222677,"(41.92189050939009, -87.78222676571177)"
5927157,2/2/2018,2/2/2018,CN015012,OPEN,,NO KEY TO USE EXIT DOOR,OTHER   :    :EXTERIOR,SOUTH (GRAND) ELEVATION MAIN ENTRY DOOR TO 2ND FLOOR - DOUBLE KEY LOCK.  DANGEROUS AND HAZARDOUS.,"Failed to equip exit door with door lock hardware which allows door to open without key or special knowledge from side of egress.  (13-160-260(a), 15-4-370)",365764,12554721,FAILED,N,COMPLAINT,CONSERVATION,6244 W GRAND AVE,6244,W,GRAND,AVE,96017,,41.92189051,-87.78222677,"(41.92189050939009, -87.78222676571177)"
5944827,3/6/2018,2/6/2018,EL0085,OPEN,,,,2657 - (18-27-110.26) MAINTAIN MINIMUM CLEARANCE TO ELECTRICAL ROOM.,,196492,12568696,FAILED,N,COMPLAINT,SPECIAL TASK FORCE,2657 W DEVON AVE,2657,W,DEVON,AVE,220398,43,41.99749526,-87.69705608,"(41.99749525704475, -87.69705608404989)"
5944824,3/6/2018,2/6/2018,EL0027,OPEN,,RESTORE EXIT AND EM,,2657 - MAINTAIN EMERGENCY LIGHTING SYSTEM III IN OPERABLE CONDITION.,Restore exit and emergency lighting system and related equipment to operable condition. (18-27-700.6),196492,12568696,FAILED,N,COMPLAINT,SPECIAL TASK FORCE,2657 W DEVON AVE,2657,W,DEVON,AVE,220398,43,41.99749526,-87.69705608,"(41.99749525704475, -87.69705608404989)"
5944748,3/6/2018,2/6/2018,PL171027,OPEN,,LICENSED BONDED PLMBG CONTRCTR,,2657 - OBTAIN A LICENSED PLUMBER TO DO PLUMBING WORK.,Employ licensed and bonded plumber to perform plumbing work.  (18-29-106.1 thru 106.2),196492,12568696,FAILED,N,COMPLAINT,SPECIAL TASK FORCE,2657 W DEVON AVE,2657,W,DEVON,AVE,220398,43,41.99749526,-87.69705608,"(41.99749525704475, -87.69705608404989)"
5944747,3/6/2018,2/6/2018,PL194029,OPEN,,PROVIDE,,2657 - TEMPERING VALVE ON LAVATORIES MEN AND WOMENS RESTROOMS. (18-29-607.1.1),Provide,196492,12568696,FAILED,N,COMPLAINT,SPECIAL TASK FORCE,2657 W DEVON AVE,2657,W,DEVON,AVE,220398,43,41.99749526,-87.69705608,"(41.99749525704475, -87.69705608404989)"
5944746,3/6/2018,2/6/2018,PL237020,OPEN,,PROPER MATRL WATER SUPPLY PIPE,,"2657 - REMOVE FLEXIBLE SUPPLIES HAND SINK COUNTER AREA, HAND SINK KITCHEN AREA, MENS RESTROOM LAVATORY AND TOILET, WOMEN'S RESTROOM LAVATORY AND TOILET.",Provide proper material for water supply pipe. (18-29-605),196492,12568696,FAILED,N,COMPLAINT,SPECIAL TASK FORCE,2657 W DEVON AVE,2657,W,DEVON,AVE,220398,43,41.99749526,-87.69705608,"(41.99749525704475, -87.69705608404989)"
5929556,2/7/2018,2/7/2018,PL154027,OPEN,,SUPPLY HOT WTR MIN TEMP 120DEG,INTERIOR:002 :,APT. -2 /  HOT WATER - SHUT OFF.,Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430),371335,12556793,FAILED,N,COMPLAINT,CONSERVATION,6841 S LOOMIS BLVD,6841,S,LOOMIS,BLVD,23372,,41.76922357,-87.65893511,"(41.76922357421048, -87.6589351074797)"
5929555,2/7/2018,2/7/2018,CN132046,OPEN,,SAFE WORKING CONDITIONS,INTERIOR:002 :,"APT. - 2 / FURNACE - OUT OF SERVICE AT TIME OF INSPECTION. UPON TURNING THE FURNACE ON, IT BLOWS ICE COLD AIR.","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",371335,12556793,FAILED,N,COMPLAINT,CONSERVATION,6841 S LOOMIS BLVD,6841,S,LOOMIS,BLVD,23372,,41.76922357,-87.65893511,"(41.76922357421048, -87.6589351074797)"
5929554,2/7/2018,2/7/2018,CN132016,OPEN,,HEAT UNIT ADEQUATELY,INTERIOR:002 :,"APT. - 2 / ROOM TEMPERATURES: LIVING ROOM 38F, BEDROOM 60F, AT 12:43PM.HEATING SYSTEM IS OFF AT TIME OF INSPECTION.",Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),371335,12556793,FAILED,N,COMPLAINT,CONSERVATION,6841 S LOOMIS BLVD,6841,S,LOOMIS,BLVD,23372,,41.76922357,-87.65893511,"(41.76922357421048, -87.6589351074797)"
5929551,2/7/2018,2/7/2018,CN132046,OPEN,,SAFE WORKING CONDITIONS,INTERIOR:002 :,RADIATORS NEED SERVICING: HEAT DOES NOT GO THROUGH ALL RADIATORS AT TIME OF INSPECTION. LIVING ROOM RADIATOR IS ICE COLD AT TIME OF INSPECTION.,"Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",371335,12556791,FAILED,N,COMPLAINT,CONSERVATION,423 E 112TH ST,423,E,112TH,ST,21766,,41.69082208,-87.61225437,"(41.69082208007252, -87.61225436704532)"
5929550,2/7/2018,2/7/2018,CN132016,OPEN,,HEAT UNIT ADEQUATELY,INTERIOR:002 :,"423 E. / APT. - 2 / ROOM TEMPERATURES: BEDROOM 60F, LIVING ROOM 63F, AT 3:36PM. HEATING SYSTEM IS ON AT TIME OF INSPECTION, HEAT IS INEFFICIENT.",Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),371335,12556791,FAILED,N,COMPLAINT,CONSERVATION,423 E 112TH ST,423,E,112TH,ST,21766,,41.69082208,-87.61225437,"(41.69082208007252, -87.61225436704532)"
5929853,2/8/2018,2/8/2018,CN104015,OPEN,,"REPLCE WINDOW PANES, PLEXGLAS",OTHER   :    :,WINDOW PANES; BROKEN AND BOARDED UP.,"Replace broken, missing or defective window panes. (13-196-550 A)",BL00444,12557183,FAILED,N,COMPLAINT,CONSERVATION,7931 S ESCANABA AVE,7931,S,ESCANABA,AVE,434837,49,41.75096215,-87.55394785,"(41.750962152580506, -87.55394784752126)"
5929852,2/8/2018,2/8/2018,CN067014,OPEN,,REPAIR ROOF,OTHER   :    :,ROOF SHINGLES; MISSING.,"Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)",BL00444,12557183,FAILED,N,COMPLAINT,CONSERVATION,7931 S ESCANABA AVE,7931,S,ESCANABA,AVE,434837,49,41.75096215,-87.55394785,"(41.750962152580506, -87.55394784752126)"
5929851,2/8/2018,2/8/2018,CN073024,OPEN,,REPAIR EXTERIOR DOOR FRAME,OTHER   :    :,EXTERIOR DOOR FRAMES; ROTTED AND BROKEN.,"Failed to maintain exterior door frames to exclude rain and wind from entering building and otherwise in sound condition and repair.  (13-196-550, 13-196-550(f), 13-196-641)",BL00444,12557183,FAILED,N,COMPLAINT,CONSERVATION,7931 S ESCANABA AVE,7931,S,ESCANABA,AVE,434837,49,41.75096215,-87.55394785,"(41.750962152580506, -87.55394784752126)"
5929850,2/8/2018,2/8/2018,CN067024,OPEN,,REPAIR EAVES,OTHER   :    :,EAVES; ROTTED AND BROKEN.,"Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)",BL00444,12557183,FAILED,N,COMPLAINT,CONSERVATION,7931 S ESCANABA AVE,7931,S,ESCANABA,AVE,434837,49,41.75096215,-87.55394785,"(41.750962152580506, -87.55394784752126)"
5929832,2/8/2018,2/8/2018,CN190029,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :,NO ENTRY TO MOST UNITS AND BASEMENT,pending notice reinspection,BL00444,12557181,FAILED,N,COMPLAINT,CONSERVATION,7831 S ESSEX AVE,7831,S,ESSEX,AVE,421548,49,41.75264422,-87.56367604,"(41.75264421472657, -87.5636760407499)"
5929831,2/8/2018,2/8/2018,NC2010,OPEN,,PLANS & PERMITS REQUIRED,OTHER   :    :,NO PLANS AND PERMITS ON FILE FOR NEW REAR ENCLOSE PORCH SYSTEM.,"Failed to submit drawings or plans for approval and to obtain and post permit before constructing, altering or repairing property.  (13-12-050, 13-32-010, 13-32-030, 13-32-040)",BL00444,12557181,FAILED,N,COMPLAINT,CONSERVATION,7831 S ESSEX AVE,7831,S,ESSEX,AVE,421548,49,41.75264422,-87.56367604,"(41.75264421472657, -87.5636760407499)"
5929830,2/8/2018,2/8/2018,CN133016,OPEN,,CARPETING,OTHER   :    :,INTERIOR STAIR CARPET; UNSANITARY CONDITION.,"Repair or replace defective and dangerous carpeting. (13-196-630, 13-196-540)",BL00444,12557181,FAILED,N,COMPLAINT,CONSERVATION,7831 S ESSEX AVE,7831,S,ESSEX,AVE,421548,49,41.75264422,-87.56367604,"(41.75264421472657, -87.5636760407499)"
5929829,2/8/2018,2/8/2018,CN101015,OPEN,,REPAIR INTERIOR WALLS/CEILING,OTHER   :    :,"1ST FLR.REAR APARTMENT, BATHROOM CEILING; HOLE IN CEILING.",Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c)),BL00444,12557181,FAILED,N,COMPLAINT,CONSERVATION,7831 S ESSEX AVE,7831,S,ESSEX,AVE,421548,49,41.75264422,-87.56367604,"(41.75264421472657, -87.5636760407499)"
5932826,3/19/2018,2/14/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,PROVIDE SINGLE RECPTICLE FOR PIT SUMP PUMP. NOT DUPLEX OR GFCI PROTECTED. CARS #1 & 2,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541344,12575943,FAILED,N,PERMIT,ELEVATOR,9 W WALTON ST,9,W,WALTON,ST,664936,,41.89982153,-87.62869925,"(41.89982152577314, -87.62869924805086)"
5932823,3/19/2018,2/14/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,INSTALL ALL DUCT COVERS IN ELEVATOR HOISTWAY. CARS #1 & 2,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541344,12575943,FAILED,N,PERMIT,ELEVATOR,9 W WALTON ST,9,W,WALTON,ST,664936,,41.89982153,-87.62869925,"(41.89982152577314, -87.62869924805086)"
5932822,3/19/2018,2/14/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,I.D. CARS AT EACH LANDING. TOP INSIDE OF LEFT DOOR JAMB FACING CAR. ALL CARS,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541344,12575943,FAILED,N,PERMIT,ELEVATOR,9 W WALTON ST,9,W,WALTON,ST,664936,,41.89982153,-87.62869925,"(41.89982152577314, -87.62869924805086)"
5933739,3/27/2018,2/14/2018,BR2080,OPEN,,INTERNAL,,#2 WATER TUBE BOILER NAT'L BD# 18541.,"Remove boiler hand hole and manhole plates before end of current year to provide access for internal inspection. (11-4-870, 11-4-930, ASME I, IV)",202808,12581257,CLOSED,N,PERIODIC,BOILER,4650 S RACINE AVE,4650,S,RACINE,AVE,18178,13,41.8090985,-87.65539926,"(41.80909850421112, -87.65539925837443)"
5933738,3/27/2018,2/14/2018,BR2080,COMPLIED,3/22/2018,INTERNAL,,#1 WATER TUBE BOILER NAT'L BD# 2510.,"Remove boiler hand hole and manhole plates before end of current year to provide access for internal inspection. (11-4-870, 11-4-930, ASME I, IV)",202808,12581257,CLOSED,N,PERIODIC,BOILER,4650 S RACINE AVE,4650,S,RACINE,AVE,18178,13,41.8090985,-87.65539926,"(41.80909850421112, -87.65539925837443)"
5933737,3/27/2018,2/14/2018,BR1001,OPEN,,OWNER OR LICENSED CONTRACTOR,,,"The code violations listed below must be corrected within 15 days of receipt of this notice. The owner or the contractor who does the work must sign, date, and return this notice or a copy to indicate that the work is done to the Boiler Inspection Bureau.",202808,12581257,CLOSED,N,PERIODIC,BOILER,4650 S RACINE AVE,4650,S,RACINE,AVE,18178,13,41.8090985,-87.65539926,"(41.80909850421112, -87.65539925837443)"
5935270,2/16/2018,2/16/2018,CN104015,OPEN,,"REPLCE WINDOW PANES, PLEXGLAS",OTHER   :    :BUILDING,FRONT ELEVATION / 1ST FLOOR STORE WINDOW-BROKED PANE.,"Replace broken, missing or defective window panes. (13-196-550 A)",BL01041,12561259,FAILED,N,COMPLAINT,CONSERVATION,3002 S PULASKI RD,3002,S,PULASKI,RD,289379,,41.83857172,-87.72454335,"(41.838571723634004, -87.72454334680803)"
5935269,2/16/2018,2/16/2018,CN196029,OPEN,,POST OWNER/MANAGERS NAME/#,OTHER   :    :BUILDING,BUILDING / NO OWNER'S ID SIGN POSTED.,"Post name, address, and telephone of owner, owner's agent for managing, controlling or collecting rents, and any other person managing or controlling building conspicuously where accessible or visible to public way. (13-12-030)",BL01041,12561259,FAILED,N,COMPLAINT,CONSERVATION,3002 S PULASKI RD,3002,S,PULASKI,RD,289379,,41.83857172,-87.72454335,"(41.838571723634004, -87.72454334680803)"
5935168,2/20/2018,2/16/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,ILLUMINATION IN ALL ELEVATOR LOBBIES SHALL NOT BE LESS THAN 10 FOOT CANDLES.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385618,12243884,FAILED,N,PERMIT,ELEVATOR,1010 W 35TH ST,1010,W,35TH,ST,17567,,41.83078808,-87.65145591,"(41.830788082380884, -87.65145590532973)"
5935167,2/20/2018,2/16/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,PATCH ALL HOLES IN HOISTWAYS,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385618,12243884,FAILED,N,PERMIT,ELEVATOR,1010 W 35TH ST,1010,W,35TH,ST,17567,,41.83078808,-87.65145591,"(41.830788082380884, -87.65145590532973)"
5935166,2/20/2018,2/16/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,"ELIMINATE ALL WOOD FROM HOISTWAYS INCLUDING THE HOISTWAY WHERE THE CAR IS ""OUT OF SERVICE"". FIREPROOF WALLS","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385618,12243884,FAILED,N,PERMIT,ELEVATOR,1010 W 35TH ST,1010,W,35TH,ST,17567,,41.83078808,-87.65145591,"(41.830788082380884, -87.65145590532973)"
5955933,2/20/2018,2/20/2018,CN067014,OPEN,,REPAIR ROOF,EXTERIOR:S   :EXTERIOR,SOUTH ELEVATION (ALLEY SIDE) - 2ND FLOOR GARAGE ROOF - MEMBRANE RIPPED WITH EXPOSE STRUCTURE.,"Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)",365764,12577425,FAILED,N,COMPLAINT,CONSERVATION,3198 N MILWAUKEE AVE,3198,N,MILWAUKEE,AVE,8678,,41.9390169,-87.72396244,"(41.93901689975275, -87.72396243508524)"
5955932,2/20/2018,2/20/2018,CN107015,OPEN,,ILLUMINATE PUBLIC STAIR/HALL,EXTERIOR:S   :EXTERIOR,SOUTH ELEVATION (ALLEY SIDE) EXTERIOR PORCH SYSTEM MISSING LIGHT.,"Failed to provide and maintain adequate illumination for public hall and stairwell.  (13-196-080, 13-196-450, 13-160-660, 13-160-670)",365764,12577425,FAILED,N,COMPLAINT,CONSERVATION,3198 N MILWAUKEE AVE,3198,N,MILWAUKEE,AVE,8678,,41.9390169,-87.72396244,"(41.93901689975275, -87.72396243508524)"
5955931,2/20/2018,2/20/2018,CN070024,OPEN,,REPAIR PORCH SYSTEM,EXTERIOR:S   :EXTERIOR,"SOUTH ELEVATION (ALLEY SIDE) REAR OPEN 3 STORY  WOOD PORCH SYSTEM - ROOF SEVERELY ROTTEN WITH LARGE HOLE AND MISSING ROOF DECK. SECTION OF PORCH FIRE DAMAGED WITH CHARRED MEMBERS. 3RD FLOOR BEAM SEVERELY ROTTEN WITH SCABBED 2X6 BOARDS. RAILINGS ONLY 33 1/2 INCHES HIGH. 2ND FLOOR LANDING STRINGER ROTTEN AND BROKEN, TOP OF STRINGER NOT PROPERLY SUPPORTED. 6X6 COLUMN SPLICES INSUFFICIENT WITH 16 INCH HALF LAP WITH SINGLE 1/4 INCH BOLT. DECK JOISTS UNDER SIZED, WITH SINGLE 2X6 JOISTS SPAN 8 FOOT 5 INCHES.  PLANS AND PERMIT REQUIRED TO REBUILD ENTIRE PORCH SYSTEM.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)",365764,12577425,FAILED,N,COMPLAINT,CONSERVATION,3198 N MILWAUKEE AVE,3198,N,MILWAUKEE,AVE,8678,,41.9390169,-87.72396244,"(41.93901689975275, -87.72396243508524)"
5955930,2/20/2018,2/20/2018,CN196029,OPEN,,POST OWNER/MANAGERS NAME/#,OTHER   :    :BUILDING,MANAGEMENT SIGN NOT COMPLETE - MISSING ADDRESS AND PHONE NUMBER.,"Post name, address, and telephone of owner, owner's agent for managing, controlling or collecting rents, and any other person managing or controlling building conspicuously where accessible or visible to public way. (13-12-030)",365764,12577425,FAILED,N,COMPLAINT,CONSERVATION,3198 N MILWAUKEE AVE,3198,N,MILWAUKEE,AVE,8678,,41.9390169,-87.72396244,"(41.93901689975275, -87.72396243508524)"
5935611,2/20/2018,2/20/2018,VT1010,OPEN,,ARRANGE COMPLETED PERMIT INSP.,,,"Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)",203779,12561541,FAILED,N,PERMIT,VENTILATION,616 E 90TH ST,616,E,90TH,ST,461625,,41.73122157,-87.60881656,"(41.73122157118187, -87.60881656359214)"
5953234,3/16/2018,2/20/2018,EL0096,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"1 POLE MOUNTED 5'X 8' PROJ PUBLIC SIGN READS:""ERIE COLLISION CENTER""","Owned, maintained, erected, installed, altered, repaired, enlarged or rehung any sign, sign board, structure or attachment without a valid permit in violation of Section 13-20-550; or commenced or caused such condition to occur.",512945,12575395,FAILED,N,COMPLAINT,SIGNS,629 N ASHLAND AVE,629,N,ASHLAND,AVE,36189,,41.89331738,-87.66706406,"(41.89331738323117, -87.6670640557715)"
5952017,3/15/2018,2/20/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,REPAIR CAB REPAIR TO A SAFE CONDITION FOR PUBLIC USE CURRENTLY SHOTTY IN DIS-REPAIR,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541663,12246058,FAILED,N,PERMIT,ELEVATOR,120 N GREEN ST,120,N,GREEN,ST,1075,,41.88377879,-87.64873224,"(41.88377879356648, -87.64873224125185)"
5935876,3/8/2018,2/20/2018,PL151137,COMPLIED,3/7/2018,OPEN,,,,400200,12561848,PASSED,N,PERMIT,WATER,1701 W MONTEREY AVE,1701,W,MONTEREY,AVE,525583,,41.68999961,-87.66478114,"(41.68999960527153, -87.66478114253208)"
5944669,2/22/2018,2/22/2018,CN061014,OPEN,,REPAIR EXTERIOR WALL,EXTERIOR:W   :,"WEST/2ND FLOOR - EXTERIOR WALL - BRICKS SHIFTING VERTICALLY; WASHED OUT MORTAR, GAPS AT SOLDIER COURSE AROUND WINDOW","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",BL01000,11271423,FAILED,N,PERIODIC,CONSERVATION,2747 N KILBOURN AVE,2747,N,KILBOURN,AVE,7822,,41.93097573,-87.73907908,"(41.930975724713996, -87.73907907906337)"
5944596,2/22/2018,2/22/2018,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,OTHER   :    :BUILDING,"NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, REAR PREMISES, REAR PORCHES, AND SPECIFICALLY BASEMENT FOR COMPLAINT OF FLOODING.  UNVERIFIED DETECTORS AND CONDITIONS.",Arrange for inspection of premises. (13-12-100),BL01000,12568628,FAILED,N,COMPLAINT,CONSERVATION,1035 N LAMON AVE,1035,N,LAMON,AVE,22290,,41.89968229,-87.7482154,"(41.89968229189159, -87.74821539898969)"
5944595,2/22/2018,2/22/2018,CN071024,OPEN,,REPAIR STOOP,EXTERIOR:S   :,#4852-54 FRONT ENTRANCE - CONCRETE STOOP - CRACKED,"Failed to maintain stoop in safe condition and sound repair.  (13-196-570, 13-196-641)",BL01000,12568628,FAILED,N,COMPLAINT,CONSERVATION,1035 N LAMON AVE,1035,N,LAMON,AVE,22290,,41.89968229,-87.7482154,"(41.89968229189159, -87.74821539898969)"
5944594,2/22/2018,2/22/2018,CN073014,OPEN,,REPAIR EXTERIOR DOOR,EXTERIOR:W   :,#1035-37 FRONT ENTRY DOOR - DOOR BOARDED; GLASS LITE MISSING,"Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)",BL01000,12568628,FAILED,N,COMPLAINT,CONSERVATION,1035 N LAMON AVE,1035,N,LAMON,AVE,22290,,41.89968229,-87.7482154,"(41.89968229189159, -87.74821539898969)"
5943547,3/2/2018,2/22/2018,EL0085,OPEN,,,,ARC FAULT BREAKERS IN BEBEDROOMS. 18-27-210.12,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5943534,3/2/2018,2/22/2018,EL0085,OPEN,,,,MUST EXPOSE COLD WATER SERVICE TO VERIFY GROUNDING ELECTRODE TERMINATION 18-27-250.50,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5943527,3/2/2018,2/22/2018,EL0085,OPEN,,,,BREAKERS DO NOT MATCH THE MANUFACTURER OF SERVICE PANEL. NO U.L. LISTING. 18-27-110.22,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5943525,3/2/2018,2/22/2018,EL0085,OPEN,,,,IMPROPER CONNECTIONS. OUTLETB NOT WORKING IN MIDDLE BEDROOM. REVERSE POLARITY BASEMENT RECEPTACLE. 18-27-110.14,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5943460,3/2/2018,2/22/2018,EL0085,OPEN,,,,REQUIRED OUTLETS AND SPACING IN KITCHEN 18-27-210.52,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5943458,3/2/2018,2/22/2018,EL0085,OPEN,,,,SHARING BATHROOM GFCI 20 AMP CIRCUIT WITH LIGHTING 18-27-210.10,,218309,12563107,FAILED,N,PERMIT,ELECTRICAL,6443 S KOSTNER AVE,6443,S,KOSTNER,AVE,388165,,41.77544709,-87.73229014,"(41.775447088398266, -87.73229013936842)"
5942653,3/2/2018,2/22/2018,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,"COMPLETE MACHINE ROOM WATER PIPES, SPRINKLER PIPING, AND LIGHTING D1","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541663,12347554,FAILED,N,PERMIT,ELEVATOR,500 W MADISON ST,500,W,MADISON,ST,1040,,41.88199434,-87.63975869,"(41.88199433820508, -87.6397586848809)"
5939035,2/26/2018,2/26/2018,CN062024,OPEN,,PARAPET,OTHER   :    :,"NORTH AND SOUTH PARAPET WALLS - SPALLED BRICKS, WITH WASHED OUT MORTAR. PLANS AND PERMIT REQUIRED FOR REPAIRS.",Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641),282126,12495061,FAILED,N,PERIODIC,CONSERVATION,6331 W HIGHLAND AVE,6331,W,HIGHLAND,AVE,225539,,41.99620206,-87.78649149,"(41.996202057711564, -87.78649148882745)"
5939034,2/26/2018,2/26/2018,CN196029,OPEN,,POST OWNER/MANAGERS NAME/#,OTHER   :    :,BUILDING /NO OWNER/MANAGEMENT'S ID SIGN POSTED.,"Post name, address, and telephone of owner, owner's agent for managing, controlling or collecting rents, and any other person managing or controlling building conspicuously where accessible or visible to public way. (13-12-030)",282126,12495061,FAILED,N,PERIODIC,CONSERVATION,6331 W HIGHLAND AVE,6331,W,HIGHLAND,AVE,225539,,41.99620206,-87.78649149,"(41.996202057711564, -87.78649148882745)"
