PERMIT_NUMBER,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,  SUFFIX,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,Latitude,Longitude,CONTRACTOR_3_PHONE,LOCATION
100732156,PERMIT - NEW CONSTRUCTION,3/8/2018,"$12,000,000.00 ",$0.00 ,"$21,826.12 ","$21,826.12 ",56,W,HURON,ST,ARCHITECT,PETERS MARK RAYMOND,,,,,,CONTRACTOR-ELECTRICAL,CONNELLY ELECTRIC CO.,"40 S. ADDISON RD, SUITE 100",ADDISON,IL,60101,(847)543-9059,EXPEDITOR,CORNERSTONE PERMIT COMPANY,225 W. HUBBARD ST. FLOOR 5TH,CHICAGO,IL,60654-,41.89495623,-87.63024425,(312)859-6876 X,"(41.89495622985632, -87.63024425377104)"
100732380,PERMIT - NEW CONSTRUCTION,3/8/2018,"$498,000.00 ",$0.00 ,"$5,026.90 ","$5,026.90 ",2112,W,HADDON,AVE,OWNER,CORNEL CONTAC,9507 ORIOLE,MORTON GROVE,IL,60653,,ARCHITECT,LIVANU EDUARD,,,,,,CONTRACTOR-ELECTRICAL,C & J ELECTRIC CO.,6536 N. LAWNDALE AVE.,LINCOLNWOOD,IL,60712-4020,41.90231343,-87.68025518,(773)908-4847 x,"(41.902313432442384, -87.68025518121904)"
100735510,PERMIT - RENOVATION/ALTERATION,3/8/2018,$1.00 ,$0.00 ,$375.00 ,$375.00 ,5614,N,CLARK,ST,OWNER OCCUPIED,"MCDONALD'S USA, LLC","711 JORIE BLVD, 3RD FLOOR",OAK BROOK,IL,60523,,ARCHITECT,STERNER PAUL E,,,,,,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,205 W. RANDOLPH ST. APT./SUITE 935,CHICAGO,IL,60606-,41.9839522,-87.66900616,(312)368-5166 x,"(41.983952200630576, -87.66900616354508)"
100736007,PERMIT - NEW CONSTRUCTION,3/8/2018,"$250,000.00 ",$0.00 ,$450.00 ,$450.00 ,4918,N,SEELEY,AVE,OWNER,ARIAL PARTNERS LLC.,P.O. BOX 574,GLENVIEW,IL,60625,,ARCHITECT,STERN GROUP ARCHITECTS LLC,,,,,,CONTRACTOR-ELECTRICAL,TEXA ENGINEERING,4 FENVIEW CT.,CARY,IL,60013-,41.97115192,-87.68063023,(847)372-0295 X,"(41.971151922466255, -87.68063022891164)"
100736893,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$120,000.00 ",$0.00 ,"$3,285.20 ","$3,285.20 ",350,E,74TH,ST,OWNER,SCOTT ALLBRIGHT,1709 N. VERDE AVE,ARLINGTON HEIGHTS,IL,60004,,ARCHITECT,WANDS GARY,,,,,,CONTRACTOR-ELECTRICAL,"POWER VOLTS ELECTRIC CO., INC.",5816 S. ROCKWELL ST.,CHICAGO,IL,60629-,41.76032182,-87.61635307,(773)418-2993 X,"(41.76032181530756, -87.61635307218334)"
100737480,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$8,000,000.00 ",$0.00 ,$750.00 ,$750.00 ,65,E,OAK,ST,SELF CERT ARCHITECT,MYEFSKI JOHN W,,,,,,CONTRACTOR-ELECTRICAL,REX ELECT. & TECHNOLOGIES LLC,920 NATIONAL AVE.,ADDISON,IL,60101,(312)251-3620,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.90067677,-87.62593998,(312)260-7086 x,"(41.90067676656001, -87.62593997610138)"
100737754,PERMIT - NEW CONSTRUCTION,3/8/2018,"$1,000,000.00 ",$0.00 ,$921.00 ,$921.00 ,4430,N,WESTERN,AVE,OWNER,BRIAN CONNOLLY,1802 WEST BERTEAU,CHICAGO,IL,60613,,ARCHITECT,STONEBERG JOHN B,,,,,,CONTRACTOR-ELECTRICAL,ARTIS ELECTRIC INCORPORATED,4340 W. 152ND ST.,MIDLOTHIAN,IL,60445-,41.96225173,-87.68885673,(708)560-3224 X,"(41.96225173211792, -87.68885672901091)"
100739155,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$110,000.00 ",$0.00 ,$350.00 ,$350.00 ,8053,S,HERMITAGE,AVE,STRUCTURAL ENGINEER,ARENZANA LUIS,,,,,,CONTRACTOR-ELECTRICAL,MICHAEL B. GIBSON,1725 E. 93 ST,CHICAGO,IL,60617,(708)220-3393,EXPEDITOR,DMEXP PERMIT CONSULTANTS L.L.C,"4639 W. 19TH ST. FLOOR 2ND, APT./SUITE 2F",CICERO,IL,60804-,41.74692986,-87.66684798,(708)329-0046 x,"(41.746929864389394, -87.66684798432674)"
100739274,PERMIT - NEW CONSTRUCTION,3/8/2018,"$634,200.00 ",$0.00 ,$450.00 ,$450.00 ,1420,W,CHESTNUT,ST,SELF CERT ARCHITECT,HANNA JOHN C,,,,,,CONTRACTOR-ELECTRICAL,"JCZE ELECTRIC,INC.",9606 S 78TH CT,HICKORY HILLS,IL,60457-,(773)392-4608 x,CONTRACTOR-GENERAL CONTRACTOR,VAM DEVELOPMENT INC,878 NORTH MARSHFIELD AVENUE #3,CHICAGO,IL,60622,41.89806507,-87.66332008,(312)818-9167,"(41.8980650713677, -87.66332008391433)"
100739903,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$20,000.00 ",$0.00 ,"$1,175.00 ","$1,175.00 ",8930,S,JUSTINE,ST,SELF CERT ARCHITECT,HUDSON BRYAN,,,,,,CONTRACTOR-ELECTRICAL,MICHAEL SLOAN,201 FRIENDSHIP TRAIL,POTTAWATTOMIE PARK,IN,46360-,(219)814-6515 x,CONTRACTOR-GENERAL CONTRACTOR,SIMMONS HOME CONSTRUCTION INC,4642 WEST MCLEAN AVENUE,CHICAGO,IL,60639,41.73119221,-87.6618606,(773)829-5096,"(41.731192206395235, -87.66186060131616)"
100740022,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$60,000.00 ",$0.00 ,$475.00 ,$475.00 ,1310,S,SPRINGFIELD,AVE,SELF CERT ARCHITECT,GUTIERREZ MARCO A,,,,,,CONTRACTOR-ELECTRICAL,"PALOMINO CONSTRUCTION,  INC.",5546 W. WINDSOR ST.,CHICAGO,IL,60630-,(773)403-9599 x,CONTRACTOR-GENERAL CONTRACTOR,"PEZZUTTI CONSTRUCTION, LLC DBA",5341 W FLECTHER STREET,CHICAGO,IL,60641-,41.86399837,-87.72281407,(773)858-6275 x,"(41.86399837187315, -87.72281406490072)"
100740766,PERMIT - NEW CONSTRUCTION,3/8/2018,$1.00 ,$0.00 ,"$1,470.00 ","$1,470.00 ",904,W,WASHINGTON,BLVD,ARCHITECT,DEPREE EDMUND AUSTIN,,,,,,CONTRACTOR-ELECTRICAL,"SHAMROCK ELECTRIC CO., INC.",1281 E. BRUMMEL AVE.,ELK GROVE VILLAGE,IL,60007-,(847)593-6070 X,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.88320999,-87.64997262,(312)260-7086 x,"(41.883209989443635, -87.6499726173026)"
100740879,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$500,000.00 ",$0.00 ,"$3,803.82 ","$3,803.82 ",2520,N,HALSTED,ST,OWNER,JAMES JANN,1800 W. BERENICE SUITE 200,CHICAGO,IL,60613,,ARCHITECT,DUFRESNE JEAN,,,,,,CONTRACTOR-ELECTRICAL,ACE ELECTRIC,910 S. CUMBERLAND,PARK RIDGE,IL,60068-,41.92794008,-87.64899774,(847)696-1091 X,"(41.92794008186973, -87.64899773575301)"
100741669,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$277,189.00 ",$0.00 ,$375.00 ,$375.00 ,30,W,MONROE,ST,SELF CERT ARCHITECT,HELFERT JEREMY,,,,,,CONTRACTOR-ELECTRICAL,"CECO, INC.",200 W. JACKSON BLVD - SUITE 1340,CHICAGO,IL,60606,(312)662-0134,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.88083862,-87.62890194,(312)260-7086 x,"(41.88083861588338, -87.62890194445242)"
100741916,PERMIT - SIGNS,3/8/2018,"$3,600.00 ",$0.00 ,$200.00 ,$200.00 ,1767,N,MILWAUKEE,AVE,SIGN CONTRACTOR,DOYLE SIGINS INC,232 INTERSTATE RD - P.O. BOX 1068,ADDISON,IL,60101-,(630)543-5415 x,OWNER,GRAHAM PLAMER MILWAUKEE LEVITT OWNER LLC,225 WEST HUBBARD  ST 4TH FLOOR,CHICAGO,IL,60654,,,,,,,,41.91358779,-87.68220284,,"(41.9135877900482, -87.68220283542529)"
100741918,PERMIT - SIGNS,3/8/2018,"$3,600.00 ",$0.00 ,$200.00 ,$200.00 ,1767,N,MILWAUKEE,AVE,SIGN CONTRACTOR,DOYLE SIGINS INC,232 INTERSTATE RD - P.O. BOX 1068,ADDISON,IL,60101-,(630)543-5415 x,OWNER,GRAHAM PLAMER MILWAUKEE LEVITT OWNER LLC,225 WEST HUBBARD  ST 4TH FLOOR,CHICAGO,IL,60654,,,,,,,,41.91358779,-87.68220284,,"(41.9135877900482, -87.68220283542529)"
100741920,PERMIT - SIGNS,3/8/2018,"$3,600.00 ",$0.00 ,$200.00 ,$200.00 ,1767,N,MILWAUKEE,AVE,SIGN CONTRACTOR,DOYLE SIGINS INC,232 INTERSTATE RD - P.O. BOX 1068,ADDISON,IL,60101-,(630)543-5415 x,OWNER,GRAHAM PLAMER MILWAUKEE LEVITT OWNER LLC,225 WEST HUBBARD  ST 4TH FLOOR,CHICAGO,IL,60654,,,,,,,,41.91358779,-87.68220284,,"(41.9135877900482, -87.68220283542529)"
100741931,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$10,000.00 ",$0.00 ,$575.00 ,$575.00 ,1054,W,ARMITAGE,AVE,OWNER OCCUPIED,CHARLES GROEN,1054 W ARMITAGE AVE,CHICAGO,IL,60614,,ARCHITECT,JOHNSON THERESA A,,,,,,CONTRACTOR-ELECTRICAL,ERICSSON GROUP CORP.,1103 S FOORUMS CT APT 3B,WHEELING,IL,60090-,41.9181849,-87.65554087,(773)936-6127 x,"(41.91818490111235, -87.65554086905236)"
100741972,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$2,000.00 ",$0.00 ,$550.00 ,$550.00 ,1751,E,91ST,ST,OWNER,CAROL TARR,RAPENBURGERSTRAAT 93-2,AMSTERDAM,IL,60617,,ARCHITECT,HUNT RICHARD R,,,,,,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR'S HOME IMPROVEMENT,7207 SOUTH VINCENNES 1ST FLOOR,CHICAGO,IL,60621-,41.72958317,-87.58063177,(773)783-3810 x,"(41.72958317344954, -87.58063177119159)"
100742271,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$1,682,000.00 ",$0.00 ,$375.00 ,$375.00 ,151,N,FRANKLIN,ST,SELF CERT ARCHITECT,EARLES DANIEL,,,,,,CONTRACTOR-ELECTRICAL,"PALOS ELECTRIC COMPANY, INC.",14030 SOUTH KILDARE AVENUE,CRESTWOOD,IL,60445-,(708)385-0063 x,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.88449949,-87.63523358,(312)260-7086 x,"(41.8844994926551, -87.6352335760181)"
100742713,PERMIT - NEW CONSTRUCTION,3/8/2018,"$220,000.00 ",$0.00 ,$450.00 ,$450.00 ,1709,S,JEFFERSON,ST,ARCHITECT,STERN GROUP ARCHITECTS LLC,,,,,,CONTRACTOR-ELECTRICAL,AFFORDABLE CONSTRUCTION & ELEC,P.O. BOX 1112,BRIDGEVIEW,IL,60455,(773)430-0050,EXPEDITOR,STERN GROUP CORPORATION,6041 N. NAVARRE AVE. FLOOR 3,CHICAGO,IL,60631-,41.85844144,-87.64174334,(773)802-9937 x,"(41.858441439484224, -87.64174333700814)"
100742981,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$11,000,000.00 ",$0.00 ,$375.00 ,$375.00 ,2816,S,KILBOURN,AVE,OWNER OCCUPIED,UNILEVER MARK CARTER,2816 S KILBOURN AVE,CHICAGO,IL,60623,,ARCHITECT,KAPLAN SANDER H,,,,,,CONTRACTOR-ELECTRICAL,AIRPORT ELECTRIC COMPANY,6342 S. CENTRAL AVE.,CHICAGO,IL,60638,41.83985975,-87.73675533,(773)735-5757,"(41.83985975439069, -87.73675533287768)"
100746601,PERMIT - SIGNS,3/8/2018,"$5,800.00 ",$0.00 ,$250.00 ,$250.00 ,5050,S,LAKE SHORE,DR,CONTRACTOR-GENERAL CONTRACTOR,RIGHT WAY SIGNS LLC,2333 N SEELEY AVE,CHICAGO,IL,60647,(773)930-4361,OWNER,SAMANTHA HECKERT,5020 S. LAKE SHORE DRIVE,CHICAGO,IL,60615,,,,,,,,41.80287978,-87.58184369,,"(41.802879778113265, -87.58184369392683)"
100744308,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$65,000.00 ",$0.00 ,"$1,295.13 ","$1,295.13 ",4455,W,GRAND,AVE,SELF CERT ARCHITECT,SIMOVIC LASZLO,,,,,,CONTRACTOR-ELECTRICAL,MEC MILAN ENGINEERING AND CONS,2219 W. HOWARD ST.,CHICAGO,IL,60645-,(847)809-0727 x,CONTRACTOR-GENERAL CONTRACTOR,"SUPERSTAR CONSTRUCTION, INC.",6109 NORTH TRIPP AVENUE,CHICAGO,IL,60646-,41.91068579,-87.73814672,(773)282-9913 x,"(41.91068579177295, -87.7381467213753)"
100744387,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$80,000.00 ",$0.00 ,"$1,476.60 ","$1,476.60 ",5147,S,PRAIRIE,AVE,OWNER,STEVE KOSTAS,5147 S PRAIRIE AVE,CHICAGO,IL,60615,,ARCHITECT,GREENBERG BARRY M,,,,,,CONTRACTOR-ELECTRICAL,CHAVEZ ELECTRIC,2131 N. LAPORTE,CHICAGO,IL,60639-,41.80067542,-87.61922529,(773)622-8099 x,"(41.800675421892116, -87.6192252900456)"
100744654,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,2331,W,BARRY,AVE,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,358 W ARMY TRAIL RD,BLOOMINDALE,IL,60108-,,OWNER,2331 W BARRY LLC,1718 W SURF,CHICAGO,IL,60657,,,,,,,,41.9375368,-87.68676576,,"(41.93753680166134, -87.68676575513973)"
100744660,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$75,000.00 ",$0.00 ,$350.00 ,$350.00 ,6957,S,CAMPBELL,AVE,SELF CERT ARCHITECT,CARROLL JOSEPH P,,,,,,CONTRACTOR-ELECTRICAL,"JP ELECTRICAL SERVICES, INC.",1450 SANDPEBBLE APT 335,WHEELING,IL,60090-,(773)814-2501 X,CONTRACTOR-GENERAL CONTRACTOR,WINDMILL REMODELING INC,8760 SACRAMENTO,EVERGREEN PARK,IL,60805,41.76662759,-87.68559499,(708)825-6358,"(41.76662759242572, -87.68559499392049)"
100744750,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$5,200,000.00 ",$0.00 ,"$16,617.06 ","$16,617.06 ",111,N,CANAL,ST,SELF CERT ARCHITECT,LAY SCOTT P,,,,,,CONTRACTOR-ELECTRICAL,MARON ELECTRIC COMPANY,5401 W. FARGO AVE.,SKOKIE,IL,60077-3211,(847)626-6500 x,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.88356531,-87.63963728,(312)260-7086 x,"(41.88356531275924, -87.63963728368087)"
100746165,PERMIT - RENOVATION/ALTERATION,3/8/2018,$1.00 ,$0.00 ,$375.00 ,$375.00 ,3908,W,111TH,ST,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,205 W. RANDOLPH ST. APT./SUITE 935,CHICAGO,IL,60606-,(312)368-5166 x,SELF CERT ARCHITECT,GONZALEZ EDMUNDO,,,,,,CONTRACTOR-ELECTRICAL,"LOMBARDI ELECTRIC, INC.",161 COVINGTON DR.,BLOOMINGDALE,IL,60108-3107,41.69140619,-87.71830608,(630)825-0223,"(41.691406189233774, -87.71830607808162)"
100746801,PERMIT - EASY PERMIT PROCESS,3/8/2018,$0.00 ,$0.00 ,$900.00 ,$900.00 ,2105,S,STATE,ST,BUILDING OWNER,REGGIE'S,2105-09 S STATE,CHICAGO,IL,60616-,,CONTRACTOR-REFRIGERATION,C H B MECHANICAL INCORPORATED,4000 W 87 ST 1ST FLR,CHICAGO,IL,60652-,(773)712-3929 x,,,,,,,41.85406377,-87.62696054,,"(41.85406376900946, -87.6269605360631)"
100747135,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$80,000.00 ",$0.00 ,"$1,575.00 ","$1,575.00 ",2138,S,INDIANA,AVE,SELF CERT ARCHITECT,VARI RONALD,,,,,,CONTRACTOR-ELECTRICAL,"CM ELECTRIC, INC.",930 WASHINGTON ST UNIT 2A,EVANSTON,IL,60202-,(847)847-6687 x,CONTRACTOR-GENERAL CONTRACTOR,PKS CONSTRUCTION INC,480 BONNIE LANE,ELK GROVE VILLAGE,IL,60007,41.853078,-87.6223843,(773)501-9424,"(41.853078001271854, -87.62238429660253)"
100747136,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$49,620.00 ",$0.00 ,$375.00 ,$375.00 ,120,S,LA SALLE,ST,ARCHITECT,SAIKI BRENT H,,,,,,SELF CERT ARCHITECT,SAIKI BRENT H,,,,,,CONTRACTOR-ELECTRICAL,"S & M ELECTRIC, INC.",5910 W. 35TH ST.,CICERO,IL,60804-,41.88035622,-87.63246611,(708)774-5252 x,"(41.880356217665465, -87.63246610659246)"
100747168,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$85,000.00 ",$0.00 ,"$1,575.00 ","$1,575.00 ",323,E,WACKER,DR,SELF CERT ARCHITECT,DACRE TRISTAN E,,,,,,CONTRACTOR-ELECTRICAL,"NDP ELECTRIC,INC.",1122 N CLARK UNIT 2503,CHICAGO,IL,60610-,(224)567-3171 x,CONTRACTOR-GENERAL CONTRACTOR,"GALLANT CONSTRUCTION COMPANY,",345 MEMORIAL DRIVE SUITE B,CRYSTAL LAKE,IL,60014,41.88755604,-87.61965509,(815)568-1880,"(41.887556040948596, -87.61965509328479)"
100747193,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,3938,N,GREENVIEW,AVE,EXPEDITOR,PHASE 1 CONSULTING,"55 W. MONROE ST. FLOOR 33RD, APT./SUITE 3360",CHICAGO,IL,60603-,(312)617-8156 X,CONTRACTOR-WRECKING,"BRIDGES EXCAVATING, INC.",4101 DEAN DRIVE,OAK LAWN,IL,60453-,(708)897-8100 x,OWNER,"ENVIRONS DEVELOPMENT, INC.",3060 N. LINCOLN AVE ATTN: KAREN HUNTER,CHICAGO,IL,60657,41.95365168,-87.66763082,,"(41.953651676187974, -87.66763082313584)"
100747207,PERMIT - NEW CONSTRUCTION,3/8/2018,"$30,000.00 ",$0.00 ,$525.00 ,$525.00 ,401,E,WACKER,DR,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,ROBERT OWAK,225 NORTH COLUMBUS DRIVE SUITE 100,CHICAGO,IL,60601,41.88742433,-87.61748229,,"(41.88742433408457, -87.61748228958135)"
100747257,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,2743,W,LAWRENCE,AVE,EXPEDITOR,ON TIME EXPEDITING,3934 W. NORTH AVE. FLOOR 1ST,CHICAGO,IL,60647-,(312)287-4807 X,CONTRACTOR-WRECKING,PLATINUM HOMES DEVELOPMENT IN,1456 WEST FULLERTON AVENUE,CHICAGO,IL,60614-,(773)661-1287 x,OWNER,GERARD COYLE,1456 W FULLERTON,CHICAGO,IL,60614,41.96842799,-87.69791466,,"(41.96842799163321, -87.6979146620502)"
100747286,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$155,000.00 ",$0.00 ,$375.00 ,$375.00 ,542,S,DEARBORN,ST,SELF CERT ARCHITECT,KACZMAREK ARTUR,,,,,,CONTRACTOR-ELECTRICAL,USA ELECTRIC INC.,4329 FOREST AVE.,BROOKFIELD,IL,60513,(773)517-6549,CONTRACTOR-GENERAL CONTRACTOR,R2 DESIGN-BUILD LLC,1130 WEST MONROE 3RD FLOOR,CHICAGO,IL,60607,41.874862,-87.62936305,(312)226-9737,"(41.87486199770747, -87.62936304459032)"
100747596,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,1220,W,OHIO,ST,EXPEDITOR,ON TIME EXPEDITING,3934 W. NORTH AVE. FLOOR 1ST,CHICAGO,IL,60647-,(312)287-4807 X,CONTRACTOR-WRECKING,PLATINUM HOMES DEVELOPMENT IN,1456 WEST FULLERTON AVENUE,CHICAGO,IL,60614-,(773)661-1287 x,OWNER,STEPHANIE MAIROBIAN,738 WOODMERE LANE,GLENIVEW,IL,60025,41.89264692,-87.65827108,,"(41.892646917157485, -87.65827107820859)"
100747602,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$250,000.00 ",$0.00 ,$375.00 ,$375.00 ,641,W,LAKE,ST,SELF CERT ARCHITECT,RIVETNA CYRUS,,,,,,CONTRACTOR-ELECTRICAL,USA ELECTRIC INC.,4329 FOREST AVE.,BROOKFIELD,IL,60513,(773)517-6549,CONTRACTOR-GENERAL CONTRACTOR,R2 DESIGN-BUILD LLC,1130 WEST MONROE 3RD FLOOR,CHICAGO,IL,60607,41.88558623,-87.64429836,(312)226-9737,"(41.88558622964748, -87.64429836198384)"
100747636,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$450,000.00 ",$0.00 ,"$1,751.36 ","$1,751.36 ",233,S,WACKER,DR,SELF CERT ARCHITECT,FRANKLIN JEREMY,,,,,,CONTRACTOR-ELECTRICAL,TITAN ELECTRIC LLC,1050 SPRING LAKE DRIVE,ITASCA,IL,60143,(630)530-4422 X,EXPEDITOR,JOHN LYLE & ASSOCIATES,"1 N. LA SALLE ST. FLOOR 13TH, APT./SUITE 1325",CHICAGO,IL,60602-,41.87856015,-87.63652387,(312)981-0335 X,"(41.87856015362371, -87.63652387205532)"
100747659,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$100,000.00 ",$0.00 ,$375.00 ,$375.00 ,200,N,COLUMBUS,DR,SELF CERT ARCHITECT,MARTIN MATTHEW R,,,,,,CONTRACTOR-ELECTRICAL,CONTINENTAL ELECTRICAL CONSTRU,"815 COMMERCE DRIVE, SUITE 100",OAK BROOK,IL,60523,(630)288-0200,CONTRACTOR-GENERAL CONTRACTOR,"LEVEL GENERAL CONTRACTORS, LLC",2132 W IRVING PARK ROAD,CHICAGO,IL,60618,41.88600583,-87.62082896,(773)293-7715,"(41.886005833425465, -87.62082895674074)"
100747739,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$3,000,000.00 ",$0.00 ,$375.00 ,$375.00 ,11555,W,TOUHY,AVE,SELF CERT ARCHITECT,YOSHIDA JAMES M,,,,,,CONTRACTOR-ELECTRICAL,REX ELECT. & TECHNOLOGIES LLC,920 NATIONAL AVE.,ADDISON,IL,60101,(312)251-3620,CONTRACTOR-GENERAL CONTRACTOR,"NORCON, INC.",661 W OHIO STREET,CHICAGO,IL,60654-,42.00855128,-87.91373768,(312)715-9200 x,"(42.008551282572526, -87.91373767453845)"
100747745,PERMIT - ELECTRIC WIRING,3/8/2018,$75.00 ,$0.00 ,$150.00 ,$150.00 ,30,W,MONROE,ST,CONTRACTOR-ELECTRICAL,"CECO, INC.",200 W. JACKSON BLVD - SUITE 1340,CHICAGO,IL,60606,(312)662-0134,,,,,,,,,,,,,,41.88083862,-87.62890194,,"(41.88083861588338, -87.62890194445242)"
100747784,PERMIT - RENOVATION/ALTERATION,3/8/2018,$1.00 ,$0.00 ,"$1,575.00 ","$1,575.00 ",1566,N,DAMEN,AVE,OWNER OCCUPIED,BONCI USA,231 N. MORGAN STREET SUITE 4D,CHICAGO,IL,60607,,SELF CERT ARCHITECT,VAJDA JOSEPH,,,,,,CONTRACTOR-ELECTRICAL,WESTBROOK ELECTRIC CONSTRUCTIO,9550 SERGO DR   UNIT 113,MCCOOK,IL,60525-,41.91018019,-87.67759242,(708)485-0001 x,"(41.910180188826125, -87.67759242074335)"
100747815,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$145,000.00 ",$0.00 ,"$3,018.54 ","$3,018.54 ",770,N,HALSTED,ST,SELF CERT ARCHITECT,HADLEY NICHOLAS,,,,,,CONTRACTOR-ELECTRICAL,USA ELECTRIC INC.,4329 FOREST AVE.,BROOKFIELD,IL,60513,(773)517-6549,EXPEDITOR,CYNTHIA INCH INC.,405 N. WABASH AVE. APT./SUITE 707,CHICAGO,IL,60611-,41.89637817,-87.64789119,(312)671-6501 x,"(41.896378173042635, -87.64789118639084)"
100748001,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,5335,S,JUSTINE,ST,CONTRACTOR-WRECKING,"SCIORTINO GROUP, INC.",1142 CHICAGO AVENUE.,OAK PARK,IL,60302-,(773)283-6870 x,OWNER,CITY OF CHIGAGO,121 N LASALLE ST,CHICAGO,IL,60602-,,,,,,,,41.79664093,-87.66329326,,"(41.79664092455146, -87.66329326393023)"
100748003,PERMIT - WRECKING/DEMOLITION,3/8/2018,$1.00 ,$0.00 ,$500.00 ,$500.00 ,1506,S,KOSTNER,AVE,CONTRACTOR-WRECKING,"SCIORTINO GROUP, INC.",1142 CHICAGO AVENUE.,OAK PARK,IL,60302-,(773)283-6870 x,OWNER,CITY OF CHIGAGO,121 N LASALLE ST,CHICAGO,IL,60602-,,,,,,,,41.86029291,-87.73492997,,"(41.86029290567036, -87.73492997168844)"
100748187,PERMIT - RENOVATION/ALTERATION,3/8/2018,"$218,000.00 ",$0.00 ,$375.00 ,$375.00 ,111,E,WACKER,DR,SELF CERT ARCHITECT,PARLETT MICHAEL,,,,,,CONTRACTOR-ELECTRICAL,ALL PHASE ELECTRIC CO.,1229 E. ALGONQUIN RD - UNIT N,ARLINGTON HEIGHTS,IL,60005,(847)545-1300,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,41.88807943,-87.62404737,(312)260-7086 x,"(41.88807942610461, -87.62404736976374)"
